bug_id, category, num_divided_into_single_hunk, num_divided_into_multi_hunk, hunks_multi_hunk, hunks_multi_hunk_ci, num_of_hunks, num_of_hunks_ci
Csv_13, MIXED_DIVISIBLE_BUG, 2, 1, /2/, /2/, 2, 2
Closure_173, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 3, 3
Math_14, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Jsoup_53, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Math_4, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Math_98, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Closure_54, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 5, 4
Closure_78, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Lang_46, INDIVISIBLE, 0, 0, 9, 9, 9, 9
Closure_56, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JacksonDatabind_94, INDIVISIBLE, 0, 0, 3, 2, 3, 2
Compress_40, INDIVISIBLE, 0, 0, 5, 4, 5, 4
Lang_31, INDIVISIBLE, 0, 0, 4, 3, 4, 3
JacksonCore_12, NO_DATA, NONE, NONE, NONE, NONE, 15, 15
Compress_3, INDIVISIBLE, 0, 0, 4, 4, 4, 4
Compress_39, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Csv_5, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Cli_18, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 3, 3
Compress_29, NO_DATA, NONE, NONE, NONE, NONE, 16, 16
Closure_44, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Lang_30, VALID_DIVISIBLE_BUG, 0, 2, /2/2/, /1/2/, 20, 17
Math_79, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Gson_1, INDIVISIBLE, 0, 0, 8, 2, 8, 2
JacksonCore_15, INDIVISIBLE, 0, 0, 3, 1, 3, 1
JacksonDatabind_25, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 4, 4
JacksonDatabind_60, NO_DATA, NONE, NONE, NONE, NONE, 24, 4
JacksonDatabind_104, VALID_DIVISIBLE_BUG, 0, 2, /6/8/, /3/5/, 8, 5
Math_23, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 5, 5
Closure_88, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 1
JxPath_13, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 12, 10
JacksonDatabind_111, NO_DATA, NONE, NONE, NONE, NONE, 7, 7
JacksonDatabind_29, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Cli_29, VALID_DIVISIBLE_BUG, 0, 2, /2/3/, /2/3/, 3, 3
Jsoup_31, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Jsoup_14, NO_DATA, NONE, NONE, NONE, NONE, 3, 2
Lang_18, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Gson_8, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 5, 5
JacksonDatabind_109, NO_DATA, NONE, NONE, NONE, NONE, 13, 5
JacksonDatabind_63, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 3, 3
Jsoup_48, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Time_20, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Jsoup_7, INDIVISIBLE, 0, 0, 4, 3, 4, 3
Jsoup_42, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
JacksonDatabind_59, VALID_DIVISIBLE_BUG, 0, 1, /4/, /3/, 5, 4
JacksonDatabind_75, VALID_DIVISIBLE_BUG, 0, 1, /4/, /4/, 5, 5
Compress_47, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 3, 3
Csv_2, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Jsoup_30, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 9, 6
Closure_124, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_21, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Gson_6, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_154, VALID_DIVISIBLE_BUG, 0, 1, /4/, /3/, 7, 6
Compress_32, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Jsoup_70, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Time_26, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 9, 9
Math_31, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 4, 4
Lang_50, VALID_DIVISIBLE_BUG, 0, 2, /2/2/, /2/2/, 6, 6
Jsoup_4, INVALID_DIVISIBLE_BUG, 3, 0, /, /, 3, 3
JxPath_8, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Lang_32, INDIVISIBLE, 0, 0, 4, 4, 4, 4
Mockito_36, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JacksonXml_2, VALID_DIVISIBLE_BUG, 0, 1, /6/, /5/, 8, 7
Closure_171, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Jsoup_65, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 4, 4
Closure_137, NO_DATA, NONE, NONE, NONE, NONE, 30, 17
Jsoup_49, NO_DATA, NONE, NONE, NONE, NONE, 2, 2
JxPath_11, VALID_DIVISIBLE_BUG, 0, 2, /2/3/, /2/3/, 5, 5
Mockito_16, INDIVISIBLE, 0, 0, 5, 5, 5, 5
Closure_115, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Compress_41, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Time_23, VALID_DIVISIBLE_BUG, 0, 1, /4/, /4/, 8, 8
Closure_84, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 3, 3
Math_87, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Lang_17, NO_DATA, NONE, NONE, NONE, NONE, 6, 6
Math_40, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Chart_19, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Lang_12, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 3, 3
Math_92, NO_DATA, NONE, NONE, NONE, NONE, 12, 3
Mockito_33, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Gson_12, INDIVISIBLE, 0, 0, 4, 4, 4, 4
JacksonCore_16, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 6, 6
Jsoup_78, INDIVISIBLE, 0, 0, 4, 3, 4, 3
JxPath_1, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Math_18, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 5, 5
Math_7, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 4, 4
Closure_53, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_131, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Math_68, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 9, 8
Lang_10, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Jsoup_12, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Compress_6, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 3, 3
JacksonDatabind_49, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_153, NO_DATA, NONE, NONE, NONE, NONE, 19, 17
Closure_170, INDIVISIBLE, 0, 0, 5, 3, 5, 3
Math_28, VALID_DIVISIBLE_BUG, 0, 3, /2/2/2/, /1/1/2/, 4, 3
Closure_144, NO_DATA, NONE, NONE, NONE, NONE, 11, 10
Closure_143, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Closure_135, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 3, 3
JxPath_14, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 3, 3
Math_93, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 3, 3
Closure_43, INDIVISIBLE, 0, 0, 4, 4, 4, 4
Lang_4, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 4, 4
Lang_28, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_41, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JacksonDatabind_5, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JacksonDatabind_88, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Jsoup_18, MIXED_DIVISIBLE_BUG, 2, 1, /2/, /2/, 2, 2
Closure_3, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Csv_8, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Closure_151, MIXED_DIVISIBLE_BUG, 1, 1, /3/, /3/, 3, 3
Math_29, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
JacksonDatabind_10, NO_DATA, NONE, NONE, NONE, NONE, 9, 8
Closure_141, VALID_DIVISIBLE_BUG, 0, 2, /2/2/, /2/1/, 5, 4
Closure_60, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Jsoup_8, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JxPath_17, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 6, 6
Math_81, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 3, 3
JacksonCore_22, VALID_DIVISIBLE_BUG, 0, 7, /2/2/3/3/3/5/5/, /2/2/3/3/3/5/5/, 10, 10
Jsoup_89, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Mockito_15, INDIVISIBLE, 0, 0, 3, 3, 3, 3
JacksonDatabind_51, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Math_95, INDIVISIBLE, 0, 0, 3, 3, 3, 3
JacksonDatabind_36, VALID_DIVISIBLE_BUG, 0, 2, /2/3/, /1/2/, 3, 2
Math_47, INDIVISIBLE, 0, 0, 4, 4, 4, 4
Chart_5, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Mockito_12, INDIVISIBLE, 0, 0, 3, 2, 3, 2
JacksonDatabind_53, NO_DATA, NONE, NONE, NONE, NONE, 16, 11
Compress_33, INDIVISIBLE, 0, 0, 3, 3, 3, 3
JacksonDatabind_69, VALID_DIVISIBLE_BUG, 0, 1, /6/, /6/, 10, 10
Chart_25, MIXED_DIVISIBLE_BUG, 2, 2, /2/2/, /2/2/, 6, 6
Math_52, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 3, 3
Math_36, VALID_DIVISIBLE_BUG, 0, 2, /2/2/, /1/1/, 4, 2
Math_71, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
JacksonDatabind_38, VALID_DIVISIBLE_BUG, 0, 3, /2/2/3/, /2/2/2/, 7, 6
JacksonDatabind_90, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Jsoup_56, NO_DATA, NONE, NONE, NONE, NONE, 13, 12
Lang_8, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 3, 3
Closure_40, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JxPath_2, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 3, 3
Math_100, INDIVISIBLE, 0, 0, 3, 3, 3, 3
JacksonDatabind_44, INDIVISIBLE, 0, 0, 5, 2, 5, 2
Closure_140, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 3, 3
Closure_27, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 3, 3
Time_14, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Closure_100, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 2, 2
Compress_34, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Jsoup_58, MIXED_DIVISIBLE_BUG, 1, 1, /4/, /4/, 5, 5
JacksonDatabind_15, NO_DATA, NONE, NONE, NONE, NONE, 14, 13
Compress_22, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 13, 13
JxPath_6, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Compress_7, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Math_38, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Closure_17, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Math_106, VALID_DIVISIBLE_BUG, 0, 2, /2/2/, /1/1/, 4, 2
Closure_155, NO_DATA, NONE, NONE, NONE, NONE, 15, 9
Closure_95, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Jsoup_80, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Lang_1, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Math_49, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 4, 4
JxPath_3, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 4, 4
Math_22, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Lang_13, INDIVISIBLE, 0, 0, 4, 4, 4, 4
Compress_43, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 4, 4
Closure_42, INDIVISIBLE, 0, 0, 2, 1, 2, 1
JacksonCore_2, VALID_DIVISIBLE_BUG, 0, 2, /3/4/, /2/3/, 11, 8
JacksonCore_21, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JacksonDatabind_112, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Compress_28, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 3, 3
Math_90, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Closure_85, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 4, 4
Math_102, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Jsoup_91, INDIVISIBLE, 0, 0, 6, 3, 6, 3
Time_10, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JacksonCore_10, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Math_44, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 3, 3
Jsoup_60, VALID_DIVISIBLE_BUG, 0, 2, /2/3/, /2/3/, 3, 3
Mockito_32, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Time_6, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 3, 3
Time_27, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Lang_55, INDIVISIBLE, 0, 0, 2, 2, 2, 2
STATSTICS, No_data=51, Divisible=259, Indivisible=222, Isolated=204, Single_divided=240, Hunks_total=2628, Hunks_total_ci=2212
